RELATION	LEFTTERM	RIGHTTERM	COUNT
sibling	multi_rotor	fixed_wing	8
synonym	aerial_vehicles	UAVs	8
synonym	reporting_services	SSRS	8
synonym	special_flight_operations_certificate	SFOC	8
synonym	ground_control_stations	GCSs	8
synonym	unique_identification_number	UIN	8
synonym	honey_bee	apis_mellifera	8
ancestor	drone_manufacturers	DJI	8
synonym	RTF	ready_to_fly	8
synonym	simultaneous_localization_and_mapping	SLAM	8
synonym	instrument_flight_rules	IFR	8
synonym	software_in_the_loop	SITL	8
synonym	federal_communications_commission	FCC	8
ancestor	flight_modes	point_of_interest	8
synonym	micro_air_vehicle	MAV	8
synonym	degrees_of_freedom	DOF	8
synonym	normalized_difference_vegetation_index	NDVI	8
synonym	visual_flight_rules	VFR	8
synonym	ground_control_point	GCP	8
synonym	transportation_security_administration	TSA	8
synonym	nasa_marshall_space_flight_center	MSFC	7
synonym	comprehensive_statistical_process_control	SPC	7
synonym	region_of_interest	ROI	7
synonym	management_systems_international	MSI	7
ancestor	payment_solutions	debit_card	7
synonym	central_processing_unit	CPU	7
synonym	statistical_process_control	SPC	7
synonym	uav_traffic_management	UTM	7
synonym	geographic_information_system	GIS	7
synonym	augmented_reality	AR	7
sibling	national_security	foreign_policy	7
synonym	dubai_civil_aviation_authority	DCAA	7
synonym	application_programming_interface	API	7
synonym	nominal_normality_test	anderson_darling	7
synonym	government_accountability_office	GAO	7
synonym	israel_aerospace_industries	IAI	7
synonym	world_food_programme	WFP	7
synonym	local_area_network	LAN	7
synonym	anti_uav_defence_system	AUDS	7
synonym	dot_rulemaking_advisory_committee	ARAC	7
synonym	electronic_speed_controller	ESC	7
synonym	irish_aviation_authority	IAA	7
ancestor	asia_pacific_region	uav_traffic_management	7
synonym	signals_intelligence	SIGINT	7
synonym	search_and_rescue	SAR	7
synonym	small_unmanned_aerial_systems	SUASs	7
synonym	field_of_view	FOV	7
synonym	ms_excel	6th_edition	7
synonym	unmanned_aircraft_vehicle	UAV	7
synonym	electronic_warfare	EW	7
synonym	ground_control_system	GCS	7
synonym	battery_elimination_circuitry	BEC	6
synonym	optical_transient_detector	OTD	6
synonym	naval_air_systems_command	NAVAIR	6
synonym	carry_over_airport_improvement_program	AIP	6
synonym	unmanned_aircraft_vehicles	UAVs	6
synonym	xi’an_aisheng	ASN	6
synonym	lightning_mapping_array	LMA	6
synonym	daylight_saving_time	DST	6
synonym	tactical_control_system	TCS	6
synonym	flight_controller	FC	6
synonym	field_programmable_gate_array	FPGA	6
synonym	DEM	digital_elevation_model	6
synonym	digital_data_link	DDL	6
synonym	high_energy_liquid_laser_area_defense_system	HELLADS	6
synonym	nondestructive_evaluation	NDE	6
synonym	unmanned_ground_vehicle	UGV	6
synonym	autonomy_levels_for_unmanned_systems	ALFUS	6
synonym	safety_management_system	SMS	6
synonym	high_altitude_long_endurance	HALE	6
synonym	operation_enduring_freedom	OEF	6
synonym	on_screen_display	OSD	6
synonym	unmanned_combat_aerial_vehicles	UCAVs	6
synonym	enterprise_architecture	EA	6
ancestor	adjusted_manually	GSD	6
synonym	central_intelligence_agency	CIA	6
synonym	and_professional_aviation_center	APAC	6
synonym	micro_unmanned_aerial_vehicles	UAV	6
synonym	commercial_unmanned_aerial_systems	UAS	6
synonym	message_oriented_middleware	MOM	6
synonym	unmanned_air_system	UAS	6
synonym	light_sport_aircraft	LSA	6
synonym	platforms_agriculture_unmanned_aerial_vehicles	UAV	6
synonym	lithium_polymer_batteries	li_po	6
synonym	near_infrared	NIR	6
sibling	law_enforcement	homeland_security	6
synonym	memorandum_of_agreement	MOA	6
synonym	import_digital_elevation_model	DEM	6
synonym	UAS	unmanned_aircraft_systems	6
synonym	remotely_piloted_aerial_vehicle	RPAV	6
synonym	long_endurance	MALE	6
sibling	ground_control_stations	data_links	6
synonym	sense_and_avoid	SAA	6
synonym	operation_iraqi_freedom	OIF	6
synonym	high_definition	HD	6
synonym	COTS	commercial_off_the_shelf	6
synonym	high_resolution_digital_surface_models	DSMs	6
synonym	automation_society_mediterranean_control_association	MCA	6
synonym	central_pattern_generator	CPG	6
synonym	aerial_vehicle	UAV	6
synonym	single_board_computers	SBC	6
synonym	quality_assurance	QA	6
synonym	single_european_sky	SES	6
synonym	charge_coupled_device	CCD	6
synonym	fanconi_anemia	FA	6
synonym	unmanned_aircraft_vehicle_system	UAVS	6
synonym	electronic_attack	EA	6
synonym	unmanned_ground_vehicles	UGV	6
sibling	remote_sensing	spatial_information	6
synonym	flight_controller_board	FCB	6
synonym	national_highway_traffic_safety_administration	NHTSA	5
synonym	consumer_electronics_show	CES	5
synonym	united_nations	UN	5
synonym	total_quality_management	TQM	5
synonym	lockheed_martin_integrated_sensor_is_structure	ISIS	5
synonym	radio_control	RC	5
synonym	department_of_energy	DOE	5
synonym	mid_atlantic_aviation_partnership	MAAP	5
synonym	software_development_kit	SDK	5
sibling	airspace_management	air_traffic_flow_management	5
synonym	ROS	robot_operating_system	5
synonym	study_nasa_technical_reports_server	NTRS	5
synonym	service_level_agreements	SLAs	5
synonym	stanford_intelligent_systems_laboratory	SISL	5
synonym	aviation_administration	FAA	5
synonym	large_igneous_province	LIP	5
synonym	unmanned_aircraft_operator_permit	UAOP	5
synonym	platforms_commercial_industrial_unmanned_aerial_vehicles	UAV	5
synonym	field_test_nasa_technical_reports_server	NTRS	5
synonym	sensor_technology	ERAST	5
synonym	radio_frequency_identification	RFID	5
synonym	transport_layer_security	TLS	5
synonym	magnetic_susceptibility	AMS	5
synonym	aircraft_systems	UAS	5
synonym	extended_kalman_filter	EKF	5
synonym	forward_looking_infrared	FLIR	5
synonym	unmanned_aircraft	UAS	5
synonym	federal_aviation_administrations	FAA	5
synonym	general_electric	GE	5
synonym	unmanned_aircraft_vehicles	UAV	5
synonym	broad_area_maritime_surveillance	BAMS	5
synonym	united_launch_alliance	ULA	5
synonym	unmanned_systems	JARUS	5
synonym	quality_of_service	QoS	5
synonym	united_arab_emirates	UAE	5
synonym	small_unmanned_aircraft_systems	UASs	5
synonym	adaptive_cruise_control	ACC	5
synonym	uav_ground_control_station	GCS	5
synonym	china_electronics_technology_group_corporation	CETC	5
synonym	international_air_transport_association	IATA	5
synonym	federally_administered_tribal_areas	FATA	5
synonym	small_business_innovation_research	SBIR	5
sibling	CS	SE	5
synonym	target_acquisition	RSTA	5
synonym	electromagnetic_interference	EMI	5
synonym	thermal_infrared	TIR	5
synonym	unmanned_aerial_systems	UAVs	5
synonym	automatic_voltage_regulation	AVR	5
synonym	tactical_mapping_on_demand	TMOD	5
synonym	northern_california_regional_intelligence_center	NCRIC	5
sibling	package_deliveries	search_and_rescue	5
sibling	JMS	ibm_websphere	5
synonym	quality_management_system	QMS	5
synonym	north_atlantic_treaty_organization	NATO	5
synonym	advisory_circular	AC	5
synonym	small_unit_remote_scouting_system	SURSS	5
synonym	operations_nasa_technical_reports_server	NTRS	5
synonym	industrial_unmanned_aerial_vehicle	UAV	5
sibling	I2C	SPI	5
synonym	lightning_nitrogen_oxides_model	LNOM	5
ancestor	quality_standards	ISO	5
synonym	DOT	AD	5
synonym	operating_system	OS	5
synonym	software_defined_radio	SDR	5
synonym	texas_instruments	TI	5
synonym	visual_observer	VO	5
synonym	improvised_explosive_devices	IEDs	5
synonym	building_information_modeling	BIM	5
synonym	received_signal_strength_indication	RSSI	5
synonym	united_states_air_force	USAF	5
synonym	aviation_rulemaking_advisory_committee	ARAC	5
synonym	special_security_instructions	SSI	5
synonym	wright_state_research_institute	WSRI	5
synonym	world_food_program	WFP	5
synonym	canadian_aviation_regulations	CARs	5
synonym	message_exchange_pattern	MEP	4
ancestor	industry_leaders	DJI	4
synonym	real_time_kinematic	RTK	4
synonym	degrees_of_freedom	DOFs	4
synonym	aviation_week_intelligence_network	AWIN	4
synonym	aging_aircraft_nasa_technical_reports_server	NTRS	4
synonym	simple_network_management_protocol	SNMP	4
synonym	object_management_group	OMG	4
sibling	GPS	GLONASS	4
synonym	multiobjective_optimization_problem	MOP	4
synonym	drone_delivery	main_stage	4
synonym	partially_observable_markov_decision_process	POMDP	4
synonym	VoIP	voice_over_ip	4
synonym	marshall_space_flight_center	MSFC	4
synonym	marine_corps	USMC	4
sibling	drone_deliveries	search_and_rescue	4
synonym	micro_air_vehicle_communication_protocol	MAVLink	4
synonym	unmanned_aircraft_systems	UASes	4
synonym	random_access_memory	RAM	4
synonym	drone_policy_template	tech_pro_research	4
sibling	RGB	NIR	4
synonym	northwest_uav	NWUAV	4
synonym	fog_remote_sensing_and_modeling	FRAM	4
synonym	regions_of_interest	ROIs	4
synonym	privacy_impact_assessment	PIA	4
synonym	certificates_of_authorization	COAs	4
synonym	certificate_of_authority	COA	4
synonym	IoT	internet_of_things	4
synonym	proportional_integral_derivative	PID	4
sibling	NASA	FAA	4
synonym	environmental_protection_agency	EPA	4
synonym	operator_control_unit	OCU	4
synonym	air_force_research_laboratory	AFRL	4
synonym	national_lightning_detection_network	NLDN	4
synonym	UAS	unmanned_aerial_system	4
synonym	remotely_piloted_aircraft	RPAs	4
synonym	stockholm_international_peace_research_institute	SIPRI	4
synonym	global_position_system	GPS	4
synonym	metropolitan_manila_development_authority	MMDA	4
synonym	platforms_unmanned_aerial_vehicles	UAV	4
synonym	direct_georeferencing	DG	4
synonym	radio_frequencies	RF	4
synonym	large_igneous_provinces	LIPs	4
synonym	air_force_special_operations_command	AFSOC	4
synonym	unmanned_arial_vehicle	UAV	4
sibling	fixed_wing	rotary_wing	4
synonym	lightweight_directory_access_protocol	LDAP	4
synonym	market_presence	media_presence	4
synonym	small_unmanned_aerial_vehicles	UAV	4
synonym	crop_surface_models	CSMs	4
synonym	low_cost_uav_swarming_technology	LOCUST	4
synonym	small_unmanned_aerial_vehicle	SUAV	4
synonym	western_australia	WA	4
synonym	civil_aviation	FOCA	4
synonym	UAVS	unmanned_aircraft_vehicle_system	4
synonym	based_high_throughput_plant_phenotyping	HTPP	4
synonym	affect_medium_altitude_long_endurance	MALE	4
synonym	mission_planning	STOMP	4
synonym	community_multiscale_air_quality	CMAQ	4
synonym	flight_control_system	FCS	4
synonym	pardee_rand_graduate_school	PRGS.edu	4
synonym	uas_service_suppliers	USSs	4
synonym	user_interface	UI	4
synonym	enterprise_service_bus	ESB	4
synonym	export_corporation	CATIC	4
synonym	uncertainty_based_navigation	UBNAV	4
synonym	payload_operations_integration_center	POIC	4
synonym	minimum_operational_performance_standards	MOPS	4
synonym	model_reference_adaptive_control	MRAC	4
synonym	small_unmanned_aerial_system	UAS	4
synonym	small_unmanned_aircraft_system	SUAS	4
synonym	air_line_pilots_association	ALPA	4
synonym	fiscal_year	FY	4
synonym	high_throughput_field_phenotyping	HTFP	4
synonym	unattended_ground_sensors	UGSs	4
ancestor	potentially_unsafe	urban_areas	4
synonym	european_space_agency	ESA	4
synonym	the_open_group_architecture_framework	TOGAF	4
synonym	deep_borehole_field_test	DBFT	4
sibling	farmland_surveys	search_and_rescue	4
synonym	EMI	electromagnetic_interference	4
synonym	instant_messaging	IM	4
synonym	ground_penetrating_radar	GPR	4
synonym	high_resolution	leaf_level	4
synonym	terminal_sliding_mode_control	TSMC	4
synonym	mulesoft_managed	cloud_based	4
sibling	FAA	NASA	4
synonym	post_buckled_precompressed	PBP	4
sibling	package_deliveries	farmland_surveys	4
synonym	small_uas	SUAS	4
synonym	RGB	conventional_digital_cameras	4
sibling	README	TODO	4
synonym	carrington_research_extension_center	CREC	4
synonym	business_process_management	BPM	4
synonym	BVLOS	beyond_visual_line_of_sight	4
synonym	UAVs	unmanned_aerial_vehicle	4
synonym	drones_remote_unmanned_aircraft_systems	UAS	4
sibling	USB	uart_connection	4
synonym	advanced_robotic_systems_engineering_laboratory	ARSENL	4
synonym	TLS	terrestrial_laser_scanner	4
synonym	IEDs	improvised_explosive_devices	4
synonym	small_unmanned_aerial_systems	SUAS	4
synonym	noise_ratio	SNR	4
synonym	unmanned_combat_air_vehicles	UCAVs	4
synonym	GCPs	ground_control_points	4
synonym	defence_advanced_research_projects_agency	DARPA	4
sibling	EO	IR	4
ancestor	FAA	decision_makers	4
sibling	collective_decision_making	adaptive_formation_flying	4
synonym	sierra_nevada_corporation	SNC	4
synonym	screening_information_request	SIR	4
synonym	tactical_common_data_link	TCDL	4
synonym	RTK	real_time_kinematics	4
synonym	visual_basic_nasa_technical_reports_server	NTRS	4
synonym	drone_traffic_control_centre	DTCC	4
synonym	special_operations_command	SOCOM	4
synonym	radio_positioning_system	RPS	4
synonym	multi_view_stereo	sfm_mvs	4
synonym	ice_nucleation	IN	4
synonym	integrated_system_health_management	ISHM	4
synonym	RM	nasa_ames_research_center	4
ancestor	terrorist_organizations	al_qaeda	4
synonym	simple_object_access_protocol	SOAP	4
synonym	strategic_capabilities_office	SCO	4
synonym	stream_quarter_video_graphics_array	QVGA	4
synonym	health_management_nasa_technical_reports_server	NTRS	4
sibling	SR	TT	4
synonym	federal_aviation_regulations	FARs	4
synonym	aerial_systems	UAS	4
synonym	data_distribution_service	DDS	4
synonym	intelligent_ground_vehicle_competition	IGVC	4
synonym	visual_line_of_sight	BVLOS	4
synonym	combat_search_and_rescue	CSAR	4
synonym	mean_sea_level	MSL	4
synonym	small_unmanned_aircraft	SUA	4
synonym	large_space_structure	LSS	4
synonym	micro_electro_mechanical_systems	MEMS	4
synonym	remotely_piloted_vehicle	RPV	4
ancestor	research_efforts	multimillion_dollar	4
synonym	fuel_storage_tanks	FST	4
synonym	faa_certified_remote_pilot	unmanned_aircraft_systems	4
synonym	technical_steering_committee	TSC	4
synonym	national_weather_service	NWS	4
synonym	controller_area_network	CAN	4
sibling	news_gathering	package_delivery	4
synonym	flight_stack	PX4	4
synonym	united_states_special_operations_command	USSOCOM	4
synonym	windows_communication_foundation	WCF	4
synonym	UTM	uas_air_traffic_management	4
synonym	underground_storage_tanks	UST	4
synonym	controls_testbed_nasa_technical_reports_server	NTRS	4
synonym	ground_control_segment	OCX	4
synonym	current_time_indicator	CTI	4
synonym	nanyang_technological_university	NTU	4
synonym	java_message_service	JMS	4
synonym	new_york_city_drone_film_festival	NYCDFF	3
synonym	weblogic_server_initializing_weblogic_scripting_tool	WLST	3
synonym	japan_uav_association	JUAV	3
synonym	micro_electro_mechanical_system	MEMS	3
sibling	fixed_wing	multi_rotor	3
synonym	aerial_vehicles	UAV	3
synonym	PM	EST	3
synonym	system_of_systems	SoS	3
synonym	genetic_algorithm	GA	3
synonym	tactically_exploited_reconnaissance_node	TERN	3
synonym	small_unmanned_aerial_system	SUAS	3
synonym	intelligent_orientation_control	IOC	3
synonym	international_drone_expo	IDE	3
synonym	do_it_yourself	DIY	3
synonym	remotely_operated_video_enhanced_receiver	ROVER	3
synonym	eastward_equatorial_electric_field	EEF	3
synonym	mobile_directional_antenna_system	MDAS	3
synonym	tactical_unmanned_aerial_systems	UAS	3
synonym	movement_tracking_system	MTS	3
synonym	unmanned_aircraft_systems	coe_uas	3
synonym	over_the_horizon	OTH	3
synonym	kansas_department_of_transportation	KDOT	3
synonym	national_renewable_energy_laboratory	NREL	3
synonym	synthetic_aperture_radars	SARs	3
synonym	enterprise_resource_planning	ERP	3
synonym	private_pilot_licence	PPL	3
synonym	and_energy	AEE	3
synonym	initial_coin_offering	ICO	3
sibling	UAV	general_aviation	3
synonym	unmanned_air_systems	UAS	3
synonym	collaborative_decision_making	CDM	3
synonym	advanced_concept_technology_demonstration	ACTD	3
synonym	pacific_northwest_national_laboratory	PNNL	3
synonym	contracting_officer	CO	3
synonym	aircraft_structures_nasa_technical_reports_server	NTRS	3
synonym	occupational_employment_statistics	OES	3
synonym	graphics_processing_units	GPUs	3
synonym	special_operations_forces	SOF	3
synonym	north_dakota_state_university	NDSU	3
synonym	private_pilot_certificate	single_engine_land	3
synonym	humanitarian_affairs	OCHA	3
synonym	nondestructive_inspection	NDI	3
synonym	faa_civil_aerospace_medical_institute	CAMI	3
synonym	amazon_web_services	AWS	3
synonym	area_control_center	ACC	3
synonym	javascript_object_notation	JSON	3
synonym	international_civil_aviation_organisation	ICAO	3
synonym	national_army	FARDC	3
synonym	defense_threat_reduction_agency	DTRA	3
synonym	turkish_aerospace_industries	TAI	3
synonym	remotely_operated_vehicle	ROV	3
ancestor	commercial_applications	real_estate	3
synonym	virginia_tech_mid_atlantic_aviation_partnership	MAAP	3
synonym	single_unmanned_autonomous_vehicles	UAVs	3
synonym	first_person_video	FPV	3
synonym	unmanned_air_vehicles	UAV	3
synonym	joint_agency_coordination_centre	JACC	3
synonym	comprise_unmanned_aircraft	UA	3
synonym	certification_of_authorization	COA	3
synonym	single_board_computers	SBCs	3
synonym	differential_gps	DGPS	3
synonym	compact_disk	CD	3
synonym	world_wide_lightning_location_network	WWLLN	3
synonym	JTAC	joint_terminal_attack_controller	3
synonym	ministry_of_defence	MoD	3
synonym	lockheed_martin	US	3
synonym	special_airworthiness_certificate	SAC	3
synonym	national_airport_pavement_test_facility	NAPTF	3
synonym	event_management	SIEM	3
synonym	cockroach_swarm_optimization	CSO	3
synonym	canadian_lightning_detection_network	CLDN	3
synonym	major_league_baseball	MLB	3
synonym	field_test_borehole	FTB	3
synonym	return_on_invested_capital	ROIC	3
sibling	nearby_aircraft	airspace_restrictions	3
synonym	digital_converter	ADC	3
synonym	analytical_graphics13.17_nokia13.18_other_companies	utm_startup	3
synonym	real_time_operating_system	RTOS	3
synonym	do_not_track	DNT	3
synonym	deployable_system	DS	3
synonym	technology_center	OTC	3
synonym	magnetic_field	milli_tesla	3
synonym	boundary_waters_canoe_area_wilderness	BWCAW	3
synonym	commercial_pilot_certificate	single_engine_land	3
synonym	vehicle_intervention_system	VIS	3
synonym	unified_modelling_language	UML	3
synonym	australian_defence_force	ADF	3
synonym	lightning_detection_and_ranging	LDAR	3
synonym	frequently_asked_questions	FAQs	3
sibling	UAV	UAS	3
sibling	state_department	FAA	3
synonym	underwater_vehicles	UVs	3
synonym	remote_control	RC	3
synonym	return_on_investment	ROI	3
synonym	aspect_oriented_programming	AOP	3
ancestor	smart_flight_modes	auto_takeoff	3
synonym	deep_borehole_disposal	DBD	3
synonym	compound_annual_growth_rate	CAGR	3
sibling	APM	PX4	3
synonym	smart_aircraft_fastener_evaluation	SAFE	3
synonym	advanced_traffic_management_system	ATMS	3
ancestor	industry_experts	CEOs	3
synonym	human_machine_interface	HMI	3
synonym	flapping_wings	FWs	3
synonym	heterogeneous_system_architecture	HSA	3
synonym	automatic_identification_system	AIS	3
synonym	forest_service_manual	FSM	3
synonym	federal_information_processing_standards	FIPS	3
synonym	environmental_design_tool	AEDT	3
synonym	fusion_middleware	webutil_configuration	3
synonym	adaptive_optics	lgs_ao	3
synonym	field_programmable_gate_arrays	FPGAs	3
synonym	of_economic_development	GOED	3
synonym	UTMs	unmanned_traffic_management_systems	3
ancestor	multiple_missions	collective_decision_making	3
synonym	software_implementation	SI	3
synonym	certificated_federal_aviation_administration	FAA	3
synonym	full_motion_video	FMV	3
synonym	national_football_league	NFL	3
synonym	small_unmanned_aircraft	UAS	3
synonym	center_of_excellence	COE	3
synonym	differential_global_positioning_system	DGPS	3
sibling	aerial_photography	security_patrols	3
synonym	airman_certification_standards	ACS	3
sibling	supply_deliveries	aerial_survey	3
synonym	environmental_protection_agency	CONTINUED	3
synonym	early_implementation_project	EIP	3
sibling	UAVs	general_aviation_aircraft	3
sibling	hero5_black	karma_grip	3
synonym	interplanetary_coronal_mass_ejections	ICMEs	3
sibling	humanitarian_actors	MONUSCO	3
synonym	national_contact_points	NCP	3
synonym	flight_information_region	FIR	3
synonym	airport_improvement_program	AIP	3
synonym	helicopter_association_international	HAI	3
synonym	forward_collision_warning	FCW	3
synonym	aircraft_design_nasa_technical_reports_server	NTRS	3
synonym	global_positioning_system	rtk_gps	3
synonym	communications_intelligence	COMINT	3
synonym	lockheed_martin	LMT	3
synonym	tropical_rainfall_measuring_mission	TRMM	3
synonym	special_federal_aviation_regulation	SFAR	3
synonym	department_of_transportation	USDOT	3
synonym	internet_service_provider	ISP	3
synonym	GPS	global_positioning_system	3
sibling	flying_robots	artificially_intelligent	3
synonym	just_in_time	JIT	3
synonym	defense_innovation_unit_experimental	DIUx	3
synonym	uas_integration_pilot_program	IPP	3
synonym	technology_readiness_level	TRL	3
sibling	MAVLink	PX4	3
synonym	remote_video_terminal	RVT	3
synonym	safety_management_systems	SMS	3
synonym	united_electronic_industries	UEI	3
synonym	message_passing_interface	MPI	3
synonym	micro_aerial_vehicles	MAVs	3
synonym	camera_drone	model_bebop	3
synonym	electronic_speed_control	ESC	3
synonym	access_management	IAM	3
synonym	standardized_field_sobriety_test	SFST	3
synonym	AI	artificial_intelligence	3
synonym	UTM	uav_traffic_management	3
synonym	asian_consumer_insight	ACI	3
synonym	continuous_integration	CI	3
synonym	lithium_polymer	LiPo	3
synonym	beyond_line_of_sight	BLoS	3
ancestor	national_security_concerns	chemical_facilities	3
synonym	SDK	software_development_kit	3
synonym	federal_enterprise_architecture_framework	FEAF	3
synonym	time_of_flight	TOF	3
sibling	CEOs	VPs	3
